Year,Labor force status,Race (2003-2021),Gender,Field of maj - most recent deg (major) (2003-2021),Age group (5 year intv),Weighted Count
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Physical and related sciences,Ages 25-29,439
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 25-29,77
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 30-34,717
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 35-39,896
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 40-44,151
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 45-49,"1,066"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 50-54,122
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 55-59,172
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 60-64,448
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Social and related sciences,Ages 65-69,172
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 25-29,"2,425"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 30-34,"2,248"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 35-39,"1,465"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 40-44,768
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 45-49,214
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 50-54,377
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 55-59,251
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 60-64,402
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Engineering,Ages 65-69,94
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 24 or younger,614
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 25-29,"1,809"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 30-34,"2,022"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 35-39,"1,137"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 40-44,"1,040"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 45-49,"12,900"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 50-54,628
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 55-59,85
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 60-64,78
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,S&E-Related Fields,Ages 65-69,112
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 25-29,"1,160"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 30-34,542
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 35-39,"6,715"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 40-44,"12,905"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 45-49,"7,316"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 50-54,"10,107"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 55-59,"6,629"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 60-64,"3,979"
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 65-69,57
2021,Employed,Native Hawaiian/Other Pacific Islander ONLY,Male,Non-S&E Fields,Ages 70-75,"2,526"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 24 or younger,875
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 25-29,"5,151"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 30-34,"2,060"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 35-39,"5,055"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 40-44,463
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 45-49,"3,619"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 50-54,"1,070"
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 55-59,889
2021,Employed,Multiple Race,Female,Computer and mathematical sciences,Ages 60-64,334
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"3,514"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"14,102"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,"13,995"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"3,661"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,"1,191"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"3,400"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"1,832"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,"3,786"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"2,339"
2021,Employed,Multiple Race,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,404
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 25-29,"5,838"
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 30-34,"1,099"
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 35-39,"1,107"
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 40-44,"1,190"
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 45-49,"1,239"
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 50-54,270
2021,Employed,Multiple Race,Female,Physical and related sciences,Ages 55-59,277
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 24 or younger,"10,217"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 25-29,"29,756"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 30-34,"29,410"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 35-39,"14,690"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 40-44,"13,659"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 45-49,"5,679"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 50-54,"3,993"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 55-59,"3,231"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 60-64,"3,957"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 65-69,"3,720"
2021,Employed,Multiple Race,Female,Social and related sciences,Ages 70-75,455
2021,Employed,Multiple Race,Female,Engineering,Ages 24 or younger,"1,465"
2021,Employed,Multiple Race,Female,Engineering,Ages 25-29,"5,037"
2021,Employed,Multiple Race,Female,Engineering,Ages 30-34,"5,978"
2021,Employed,Multiple Race,Female,Engineering,Ages 35-39,"1,613"
2021,Employed,Multiple Race,Female,Engineering,Ages 40-44,"1,487"
2021,Employed,Multiple Race,Female,Engineering,Ages 45-49,"1,012"
2021,Employed,Multiple Race,Female,Engineering,Ages 50-54,674
2021,Employed,Multiple Race,Female,Engineering,Ages 55-59,101
2021,Employed,Multiple Race,Female,Engineering,Ages 60-64,418
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 24 or younger,"3,871"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 25-29,"20,708"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 30-34,"28,257"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 35-39,"14,108"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 40-44,"14,284"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 45-49,"15,151"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 50-54,"5,910"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 55-59,"14,093"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 60-64,"2,592"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 65-69,"3,134"
2021,Employed,Multiple Race,Female,S&E-Related Fields,Ages 70-75,184
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 24 or younger,"4,654"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 25-29,"46,599"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 30-34,"81,283"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 35-39,"53,976"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 40-44,"111,172"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 45-49,"73,400"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 50-54,"69,388"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 55-59,"30,613"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 60-64,"3,901"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 65-69,"11,879"
2021,Employed,Multiple Race,Female,Non-S&E Fields,Ages 70-75,"5,207"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 24 or younger,"2,215"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 25-29,"11,150"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 30-34,"10,219"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 35-39,"9,013"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 40-44,"9,802"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 45-49,"9,470"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 50-54,"4,161"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 55-59,"3,866"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 60-64,"7,045"
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 65-69,61
2021,Employed,Multiple Race,Male,Computer and mathematical sciences,Ages 70-75,112
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"7,726"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"8,793"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"10,897"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"6,067"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,"2,497"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,"3,347"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,"4,039"
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,240
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,48
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 65-69,280
2021,Employed,Multiple Race,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,653
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 24 or younger,"1,104"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 25-29,"1,595"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 30-34,"2,982"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 35-39,"1,361"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 40-44,"1,891"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 45-49,923
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 50-54,"2,038"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 55-59,"1,598"
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 60-64,606
2021,Employed,Multiple Race,Male,Physical and related sciences,Ages 65-69,933
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 24 or younger,"1,068"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 25-29,"21,755"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 30-34,"19,165"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 35-39,"12,361"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 40-44,"6,957"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 45-49,"6,065"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 50-54,"8,175"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 55-59,"1,632"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 60-64,"2,324"
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 65-69,898
2021,Employed,Multiple Race,Male,Social and related sciences,Ages 70-75,876
2021,Employed,Multiple Race,Male,Engineering,Ages 24 or younger,"3,939"
2021,Employed,Multiple Race,Male,Engineering,Ages 25-29,"19,550"
2021,Employed,Multiple Race,Male,Engineering,Ages 30-34,"14,183"
2021,Employed,Multiple Race,Male,Engineering,Ages 35-39,"9,151"
2021,Employed,Multiple Race,Male,Engineering,Ages 40-44,"10,735"
2021,Employed,Multiple Race,Male,Engineering,Ages 45-49,"10,102"
2021,Employed,Multiple Race,Male,Engineering,Ages 50-54,"4,269"
2021,Employed,Multiple Race,Male,Engineering,Ages 55-59,"7,009"
2021,Employed,Multiple Race,Male,Engineering,Ages 60-64,"1,623"
2021,Employed,Multiple Race,Male,Engineering,Ages 65-69,334
2021,Employed,Multiple Race,Male,Engineering,Ages 70-75,196
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 24 or younger,"4,141"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 25-29,"9,906"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 30-34,"7,380"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 35-39,"12,810"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 40-44,"9,395"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 45-49,"10,109"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 50-54,"5,422"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 55-59,"1,175"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 60-64,"5,552"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 65-69,"1,845"
2021,Employed,Multiple Race,Male,S&E-Related Fields,Ages 70-75,"1,150"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 24 or younger,"15,202"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 25-29,"71,204"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 30-34,"90,190"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 35-39,"55,650"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 40-44,"45,674"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 45-49,"18,739"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 50-54,"23,143"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 55-59,"28,736"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 60-64,"38,523"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 65-69,"4,788"
2021,Employed,Multiple Race,Male,Non-S&E Fields,Ages 70-75,"4,980"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 24 or younger,322
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 25-29,"1,871"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 30-34,"2,469"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 35-39,"10,697"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 40-44,"2,558"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 45-49,"4,616"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 50-54,"4,536"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 55-59,"3,030"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 60-64,"1,765"
2021,Unemployed,Asian ONLY,Female,Computer and mathematical sciences,Ages 65-69,62
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 24 or younger,611
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 25-29,"3,718"
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 30-34,807
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 35-39,"4,896"
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 40-44,39
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 45-49,"1,319"
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 50-54,"2,159"
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 55-59,941
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 60-64,"1,088"
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 65-69,150
2021,Unemployed,Asian ONLY,Female,"Biological, agricultural and environmental life sciences",Ages 70-75,276
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 24 or younger,199
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 25-29,391
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 30-34,236
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 35-39,719
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 45-49,54
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 50-54,154
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 55-59,76
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 60-64,481
2021,Unemployed,Asian ONLY,Female,Physical and related sciences,Ages 70-75,131
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 24 or younger,"1,199"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 25-29,"3,548"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 30-34,"4,610"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 35-39,"4,322"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 40-44,"1,052"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 45-49,"1,754"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 50-54,"2,411"
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 55-59,630
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 60-64,767
2021,Unemployed,Asian ONLY,Female,Social and related sciences,Ages 65-69,7
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 25-29,990
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 30-34,"1,675"
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 35-39,"1,435"
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 40-44,646
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 45-49,"1,657"
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 50-54,511
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 55-59,"3,546"
2021,Unemployed,Asian ONLY,Female,Engineering,Ages 60-64,153
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 24 or younger,241
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 25-29,"5,302"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 30-34,"1,482"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 35-39,"9,643"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 40-44,"1,218"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 45-49,288
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 50-54,"3,903"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 55-59,"5,448"
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 65-69,36
2021,Unemployed,Asian ONLY,Female,S&E-Related Fields,Ages 70-75,28
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 25-29,"9,143"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 30-34,"5,938"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 35-39,"17,975"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 40-44,"30,231"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 45-49,"19,679"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 50-54,"16,173"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 55-59,"2,734"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 60-64,"6,848"
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 65-69,862
2021,Unemployed,Asian ONLY,Female,Non-S&E Fields,Ages 70-75,514
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 24 or younger,"2,894"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 25-29,"1,831"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 30-34,"2,720"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 35-39,"2,037"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 40-44,964
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 45-49,376
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 50-54,"2,153"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 55-59,"3,369"
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 60-64,475
2021,Unemployed,Asian ONLY,Male,Computer and mathematical sciences,Ages 65-69,659
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 24 or younger,"4,303"
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 25-29,"2,541"
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 30-34,"2,287"
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 35-39,"2,316"
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 40-44,844
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 45-49,663
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 50-54,230
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 55-59,664
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 60-64,320
2021,Unemployed,Asian ONLY,Male,"Biological, agricultural and environmental life sciences",Ages 70-75,103
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 24 or younger,324
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 25-29,515
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 30-34,44
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 40-44,60
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 45-49,84
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 55-59,156
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 60-64,422
2021,Unemployed,Asian ONLY,Male,Physical and related sciences,Ages 65-69,581
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 24 or younger,421
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 25-29,"1,498"
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 30-34,"1,147"
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 35-39,769
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 40-44,714
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 45-49,667
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 50-54,"1,081"
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 55-59,144
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 60-64,"1,148"
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 65-69,160
2021,Unemployed,Asian ONLY,Male,Social and related sciences,Ages 70-75,"4,674"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 24 or younger,"2,937"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 25-29,"6,675"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 30-34,"4,099"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 35-39,"2,649"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 40-44,810
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 45-49,880
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 50-54,"5,116"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 55-59,"5,840"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 60-64,"6,340"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 65-69,"1,800"
2021,Unemployed,Asian ONLY,Male,Engineering,Ages 70-75,"2,373"
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 24 or younger,612
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 25-29,"4,952"
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 30-34,"1,670"
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 35-39,425
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 40-44,307
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 45-49,"1,505"
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 50-54,391
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 55-59,76
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 60-64,886
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 65-69,33
2021,Unemployed,Asian ONLY,Male,S&E-Related Fields,Ages 70-75,"1,552"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 24 or younger,368
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 25-29,"30,505"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 30-34,"9,453"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 35-39,"5,773"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 40-44,"8,656"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 45-49,"12,572"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 50-54,"5,484"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 55-59,"10,484"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 60-64,"13,495"
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 65-69,443
2021,Unemployed,Asian ONLY,Male,Non-S&E Fields,Ages 70-75,"6,055"
